unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dec,16211436,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,309.641158,280,10,866995.2422,"{-151.517996, 2673.863414, 1790.0}","{-1,0,0}",866995.2422,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75ded,16211437,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,45,10,126000,"{-124.017996, 2524.042835, 1790.0}","{0,-1,0}",126000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dee,16211438,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,230.235439,280,10,644659.2295,"{-106.517996, 2403.925115, 1790.0}","{-1,0,0}",644659.2295,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75def,16211439,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,144.992372,10,405978.6415,"{-184.014182, 2339.042916, 1790.0}","{0,-1,0}",237978.6415,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df0,16211440,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,184.999919,280,10,517999.7733,"{-251.510368, 2436.542876, 1790.0}","{-1,0,0}",349999.7733,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df1,16211441,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,100,10,280000.0001,"{-306.510368, 2524.042835, 1790.0}","{0,1,0}",280000.0001,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df2,16211442,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,105.031568,10,294088.3905,"{-399.026152, 2479.042836, 1790.0}","{0,-1,0}",294088.3905,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df3,16211443,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,34.999999,280,10,97999.99808,"{-351.510368, 2501.542835, 1790.0}","{-1,0,0}",97999.99808,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df4,16211444,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,224.999336,10,629998.1399,"{0.981672, 2174.117689, 1790.0}","{0,1,0}",629998.1399,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df5,16211445,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,195.025652,280,10,546071.8249,"{-106.517996, 2071.604863, 1790.0}","{-1,0,0}",399071.8249,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df6,16211446,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,195.025652,285,10,555823.1075,"{68.482004, 2071.604863, 1792.5}","{1,0,0}",555823.1075,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df7,16211447,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,73.999543,280,10,207198.7208,"{248.48134, 2001.125804, 1790.0}","{-1,0,0}",207198.7208,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df8,16211448,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,278.000115,10,778400.3222,"{-360.517938, 1587.046152, 1790.0}","{0,1,0}",778400.3222,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df9,16211449,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,741.996764,280,10,2.08E+06,"{-226.517881, 1963.044534, 1790.0}","{-1,0,0}",1.76E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfa,16211450,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,185,290,10,536500,"{-277.009063, 1489.546152, 1795.0}","{1,0,0}",389500,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfc,16211452,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,309.999887,10,867999.6829,"{-281.543961, 727.04615, 1790.0}","{0,1,0}",699999.6829,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfd,16211453,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,265.034075,280,10,742095.4088,"{-249.544018, 589.529113, 1790.0}","{1,0,0}",595095.4088,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfe,16211454,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,319.965958,280,10,895904.6822,"{-121.544018, 882.029129, 1790.0}","{1,0,0}",895902.566,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dff,16211455,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,484.984755,10,1.36E+06,"{590.97527, 1771.688899, 1790.0}","{0,1,0}",1.36E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e00,16211456,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,112,280,10,313600,"{828.493669, 1525.688899, 1790.0}","{1,0,0}",145600,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e01,16211457,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,180.011665,10,504032.6614,"{733.487837, 1581.688899, 1790.0}","{0,-1,0}",349996.2307,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e02,16211458,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,180,280,10,504000,"{648.482004, 1676.688899, 1790.0}","{-1,0,0}",504000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e03,16211459,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,275.026288,10,770073.6077,"{780.969127, 1464.688899, 1790.0}","{0,1,0}",602073.5011,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e04,16211460,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,157.276991,280,10,440375.5743,"{648.455982, 1381.050404, 1790.0}","{-1,0,0}",440375.5743,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e05,16211461,Walls,Basic Wall,00 - INT-MMD-Conc-15cm,-,52.008429,298,15,232477.6775,"{925.982202, 1468.684742, 1781.0}","{-1.0,-7.6149e-6,0}",232477.4435,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e06,16211462,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,204.987535,10,573965.098,"{1045.987437, 1622.680584, 1790.0}","{0,-1,0}",573965.098,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e07,16211463,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,295,280,10,826000,"{948.493669, 1775.180584, 1790.0}","{-1,0,0}",679000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e08,16211464,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,194.987535,10,545965.098,"{1050.987437, 1852.680584, 1790.0}","{0,1,0}",545965.098,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e09,16211465,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,641.714124,348,20,4.47E+06,"{338.482892, 1623.268971, 1806.0}","{-1,0,0}",4.05E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0a,16211466,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,330,380.002227,20,2.51E+06,"{283.482972, 1954.126033, 1815.0}","{0,-1,0}",2.09E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0b,16211467,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,384.558342,290,20,2.23E+06,"{463.484085, 2156.405204, 1795.0}","{1,0,0}",2.22E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0c,16211468,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,215.027526,10,602077.0749,"{1280.969746, 727.680582, 1790.0}","{0,1,0}",602072.8602,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0d,16211469,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,20.039105,280,10,56109.49303,"{1168.455982, 722.66103, 1790.0}","{-1,0,0}",56109.49303,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0e,16211470,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,91.47503,280,10,256130.0839,"{1393.469746, 686.944574, 1790.0}","{1.0,-0.000301,0}",256115.237,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0f,16211471,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,160,280,10,448000.0005,"{1383.482004, 562.680582, 1790.0}","{1,0,0}",280000.0005,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e10,16211472,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,9.977431,280,10,27936.80592,"{1383.47072, 647.680582, 1790.0}","{2.8975e-10,1,0}",27932.59298,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e11,16211473,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,223,280,10,624400.0003,"{1503.482004, 594.180582, 1790.0}","{-1,0,0}",456400.0003,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e12,16211474,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,325.0037,10,910010.3611,"{1670.983855, 650.686286, 1790.0}","{0,1,0}",910010.3611,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e13,16211475,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,173.005703,280,10,484415.9693,"{1679.482245, 559.183434, 1790.0}","{-1,0,0}",337415.9693,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e14,16211476,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,198.203318,10,554969.2894,"{1783.583903, 477.680582, 1790.0}","{0,-1,0}",554969.2894,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e15,16211477,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,120,10,336000.0001,"{1338.482004, 1056.680582, 1790.0}","{0,1,0}",336000.0001,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e16,16211478,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,319,280,10,893200,"{1393.482004, 892.180582, 1790.0}","{1,0,0}",725200,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e17,16211479,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,340.000547,330,20,2.24E+06,"{1773.482004, 1831.680307, 1815.0}","{1,0,0}",1.82E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e18,16211480,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,290,239.999744,20,1.39E+06,"{1677.493541, 1651.680033, 1795.0}","{0,1,0}",1.01E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e19,16211481,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,312,601,20,3.75E+06,"{1828.982004, 2011.68058, 1806.0}","{0,1,0}",3.33E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1a,16211482,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,401.000002,280,10,1.12E+06,"{2489.482004, 2631.180583, 1790.0}","{1,0,0}",1.12E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1b,16211483,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,56.095175,10,157066.4893,"{2456.434417, 2435.680582, 1790.0}","{0,-1,0}",157066.4893,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1c,16211484,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,810.000003,280,20,4.54E+06,"{2119.482004, 2426.680582, 1790.0}","{-1,0,0}",4.54E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1d,16211485,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,298.904825,10,836933.5107,"{2278.934417, 2435.680582, 1790.0}","{0,-1,0}",500933.5107,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1e,16211486,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,165,280,10,462000,"{2324.482004, 2348.180582, 1790.0}","{1,0,0}",462000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1f,16211487,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,160,10,448000.0001,"{1588.482004, 2326.68437, 1790.0}","{0,-1,0}",448000.0001,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e20,16211488,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,240.030258,280,10,672084.7212,"{1663.482004, 2451.699499, 1790.0}","{1,0,0}",672084.7212,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e21,16211489,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,290,260.448639,10,755301.0519,"{1528.257685, 2566.714628, 1795.0}","{0,1,0}",608229.5561,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e22,16211490,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,290,370.000319,10,1.07E+06,"{1478.481845, 2769.680582, 1795.0}","{0,1,0}",905000.9255,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e23,16211491,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,192.965954,280,10,540304.6723,"{1553.482004, 2668.197605, 1790.0}","{1,0,0}",372376.1681,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e24,16211492,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,304.496209,280,10,852589.3853,"{1668.482004, 2806.432479, 1790.0}","{1,0,0}",852589.3853,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e25,16211493,Walls,Basic Wall,00 - INT-Generic-Block-15cm,-,312,100,15,468000.0001,"{1578.482004, 2199.18437, 1806.0}","{0,1,0}",468000.0001,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e26,16211494,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,170.00379,280,10,476010.612,"{1623.482004, 2106.682475, 1790.0}","{1,0,0}",308010.612,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e27,16211495,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,110,10,308000,"{2549.482004, 2545.680582, 1790.0}","{0,1,0}",140000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e28,16211496,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,211.00024,10,590800.6724,"{1888.982124, 1826.680582, 1790.0}","{0,-1,0}",422800.6724,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e29,16211497,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,100.039582,10,280110.8293,"{-171.49809, 1682.012107, 1790.0}","{0,1,0}",112110.8293,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2a,16211498,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,254.965955,280,10,713904.6743,"{1919.482245, 1694.197605, 1790.0}","{1,0,0}",713904.6743,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2c,16211500,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,280,200,10,560000,"{2229.482004, 2260.680582, 1790.0}","{0,-1,0}",560000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2d,16211501,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,149.369543,280,10,418234.7205,"{2609.482004, 2475.995811, 1790.0}","{1,0,0}",271234.7205,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2e,16211502,Walls,Basic Wall,00 - INT-Generic-Block-15cm,-,90.630455,280,15,380647.9129,"{2621.982004, 2365.995812, 1790.0}","{1,0,0}",378661.9734,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2f,16211503,Walls,Basic Wall,00 - INT-Generic-Block-15cm,-,280,180,15,755999.9999,"{2704.482004, 2543.180582, 1790.0}","{0,1,0}",755999.9999,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e30,16211504,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,330,155.000887,20,1.02E+06,"{245.982448, 1024.046342, 1815.0}","{0,1,0}",603005.8566,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e31,16211505,Walls,Basic Wall,00 - INT-MMD-Conc-15cm,-,80,330,15,396000,"{-129.01811, 497.012076, 1815.0}","{1,0,0}",396000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e32,16211506,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,85.034044,280,10,238095.323,"{-126.518109, 579.529098, 1790.0}","{1,0,0}",238095.323,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e34,16211508,Walls,Basic Wall,00 - INT-Generic-Conc-20cm,-,67.965406,290,20,394199.3542,"{1787.493413, 1607.69733, 1795.0}","{1,0,0}",394199.3542,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e37,16211511,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,29.999998,280,10,83999.99448,"{2124.482004, 1986.680581, 1790.0}","{1,0,0}",83999.99448,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e38,16211512,Doors,דלת לממד,100w/210h,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d1d,210,80,24.650167,414122.7972,"{-190.51784, 449.337159, 1757.0}","{0,-1,0}",169352.7104,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e39,16211513,Doors,דלת לממד,100w/210h,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0f,80,210,24.650167,414122.7972,"{1447.455982, 475.005665, 1757.0}","{0,-1,0}",169352.7104,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e3b,16211515,Doors,דלת לממד,100w/210h,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfc,210,80,24.650167,414122.7972,"{2560.482004, 2313.005667, 1757.0}","{0,-1,0}",169352.7104,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e3c,16211516,Doors,דלת לממד,100w/210h,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d08,80,210,24.650167,414122.7972,"{1520.807088, 2259.684372, 1757.0}","{-1,0,0}",169352.7104,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e3d,16211517,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfd,70,210,11,161700,"{-250.044018, 577.078053, 1755.0}","{1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e3e,16211518,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0f,80,210,11,184800,"{1382.982004, 598.180582, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e3f,16211519,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e11,80,210,11,184800,"{1503.982004, 543.680582, 1755.0}","{-1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e40,16211520,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e13,70,210,11,161700,"{1679.982245, 526.686284, 1755.0}","{-1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e41,16211521,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df0,80,210,11,184800,"{-252.010368, 2397.008786, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e42,16211522,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75def,210,80,11,184800,"{-166.517938, 2339.542916, 1755.0}","{0,-1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e43,16211523,Doors,עץ - ציר,100/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e0a,210,100,21,441000,"{178.48134, 1954.626033, 1755.0}","{0,-1,0}",117872.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e44,16211524,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e29,210,80,11,184800,"{-171.49809, 1681.512107, 1755.0}","{0,1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e45,16211525,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df9,80,210,11,184800,"{-227.017881, 1774.371029, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e46,16211526,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75dfa,70,210,11,161700,"{-277.509063, 1477.012107, 1755.0}","{1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e47,16211527,Doors,עץ - ציר,100/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e09,100,210,21,441000,"{338.982892, 1838.688899, 1755.0}","{-1,0,0}",117872.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e48,16211528,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e03,210,80,11,184800,"{873.493669, 1464.188899, 1755.0}","{0,1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e49,16211529,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e16,80,210,11,184800,"{1392.982004, 779.223699, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4a,16211530,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e01,210,70,11,161700,"{695.482004, 1582.188899, 1755.0}","{0,-1,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4b,16211531,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e07,70,210,11,161700,"{948.993669, 1720.033113, 1755.0}","{-1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4c,16211532,Doors,עץ - ציר,100/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e19,210,100,21,441000,"{1683.455982, 2012.18058, 1755.0}","{0,-1,0}",117872.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4d,16211533,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e21,210,70,11,161700,"{1614.482004, 2566.214628, 1755.0}","{0,1,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4e,16211534,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e23,80,210,11,184800,"{1552.982004, 2611.680582, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e4f,16211535,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1d,210,80,11,184800,"{2379.482004, 2436.180582, 1755.0}","{0,-1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e50,16211536,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e1d,210,80,11,184800,"{2274.482004, 2435.180582, 1755.0}","{0,1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e51,16211537,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e27,210,80,11,184800,"{2544.482004, 2546.180582, 1755.0}","{0,-1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e52,16211538,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e2d,70,210,11,161700,"{2609.982004, 2445.680582, 1755.0}","{-1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e53,16211539,Doors,עץ - ציר,100/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e17,100,210,21,441000,"{1773.982004, 1911.680582, 1755.0}","{-1,0,0}",117872.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e54,16211540,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e28,210,80,11,184800,"{1865.482245, 1826.180582, 1755.0}","{0,1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e55,16211541,Doors,עץ - ציר,70/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75df5,70,210,11,161700,"{-106.017996, 2062.126082, 1755.0}","{-1,0,0}",71436.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e56,16211542,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e22,210,80,11,184800,"{1608.482004, 2770.180582, 1755.0}","{0,-1,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e57,16211543,Doors,עץ - ציר,100/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e30,210,100,21,441000,"{268.455973, 1023.546342, 1755.0}","{0,1,0}",117872.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e58,16211544,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e00,80,210,11,184800,"{827.993669, 1519.688899, 1755.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e59,16211545,Doors,עץ - ציר,90/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e18,210,90,21,396900,"{1615.993669, 1651.180033, 1755.0}","{0,1,0}",108820.96,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e5b,16211547,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,250.399802,330,25,2.07E+06,"{335.982892, 1152.212007, 1815.0}","{1,0,0}",2.07E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e5f,16211551,Doors,דלת הזזה תלת כנפית עם חלוקת שפרוץ,420/263,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5d,267,420,15,1.68E+06,"{99.482004, 2836.183993, 1779.5}","{0,1,0}",188037.6762,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e60,16211552,Doors,דלת הזזה תלת כנפית עם חלוקת שפרוץ,400/283,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6b,400,284,15,1.70E+06,"{106.981904, 332.512075, 1788.0}","{0,-1,0}",189740.8803,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e61,16211553,Doors,דלת הזזה תלת כנפית עם חלוקת שפרוץ,400/283,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d64,400,284,15,1.70E+06,"{2751.982004, 1779.180582, 1788.0}","{1,0,0}",189740.8803,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75e62,16211554,Doors,דלת הזזה דו כנפית + חלוקת שפרוץ,240/263,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d61,268,240,25,1.61E+06,"{1463.48158, 3064.180584, 1784.0}","{0,1,0}",111556,-
